model,param,module,include,initial,lower_limit,upper_limit,provided_initial
tmw,bundled_variables.beta_female_twoplus_drive1 = -0.708,preday,TRUE,-0.708,-2.708,1.292,-0.708
tmw,bundled_variables.beta_female_oneplus_share2 = 1.57,preday,TRUE,1.57,-0.43,3.57,1.57
tmw,bundled_variables.beta_female_twoplus_share2 = -1.54,preday,TRUE,-1.54,-3.54,0.46,-1.54
tmw,bundled_variables.beta_female_oneplus_share3 = 1.38,preday,TRUE,1.38,-0.62,3.38,1.38
tmw,bundled_variables.beta_female_twoplus_share3 = -0.560,preday,TRUE,-0.56,-2.56,1.44,-0.56
tmw,bundled_variables.beta_female_oneplus_motor = -3.33,preday,TRUE,-3.33,-5.33,-1.33,-3.33
tmw,bundled_variables.beta_female_twoplus_motor = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_female_oneplus_taxi = 0.826,preday,TRUE,0.826,0.826,0.826,0.826
tmw,bundled_variables.beta_female_twoplus_taxi = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_female_oneplus_SMS = 0.826,preday,TRUE,0.826,0.826,0.826,0.826
tmw,bundled_variables.beta_female_twoplus_SMS = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_female_oneplus_SMS_Pool = 0.826,preday,TRUE,0.826,0.826,0.826,0.826
tmw,bundled_variables.beta_female_twoplus_SMS_Pool = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_female_oneplus_walk = 1.36,preday,TRUE,1.36,-0.64,3.36,1.36
tmw,bundled_variables.beta_female_twoplus_walk = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_zero_bus = 1,preday,TRUE,1,-1,3,1
tmw,bundled_variables.beta_oneplus_bus = -0.61,preday,TRUE,-0.61,-2.61,1.39,-0.61
tmw,bundled_variables.beta_twoplus_bus = 0.384,preday,TRUE,0.384,-1.616,2.384,0.384
tmw,bundled_variables.beta_threeplus_bus = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_zero_mrt = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_oneplus_mrt = -1.43,preday,TRUE,-1.43,-3.43,0.57,-1.43
tmw,bundled_variables.beta_twoplus_mrt = 0.525,preday,TRUE,0.525,-1.475,2.525,0.525
tmw,bundled_variables.beta_threeplus_mrt = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_zero_Rail_SMS = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_oneplus_Rail_SMS = -1.43,preday,TRUE,-1.43,-1.43,-1.43,-1.43
tmw,bundled_variables.beta_twoplus_Rail_SMS = 0.525,preday,TRUE,0.525,0.525,0.525,0.525
tmw,bundled_variables.beta_threeplus_Rail_SMS = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_zero_Rail_SMS_Pool = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_oneplus_Rail_SMS_Pool = -1.43,preday,TRUE,-1.43,-1.43,-1.43,-1.43
tmw,bundled_variables.beta_twoplus_Rail_SMS_Pool = 0.525,preday,TRUE,0.525,0.525,0.525,0.525
tmw,bundled_variables.beta_threeplus_Rail_SMS_Pool = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_zero_privatebus = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_oneplus_privatebus= -1.57,preday,TRUE,-1.57,-1.57,-1.57,-1.57
tmw,bundled_variables.beta_twoplus_privatebus = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_threeplus_privatebus = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_zero_drive1 = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_oneplus_drive1 = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_twoplus_drive1 = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_threeplus_drive1 = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_zero_share2 = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_oneplus_share2 = 1.31,preday,TRUE,1.31,-0.69,3.31,1.31
tmw,bundled_variables.beta_twoplus_share2 = 1.20,preday,TRUE,1.2,-0.8,3.2,1.2
tmw,bundled_variables.beta_threeplus_share2 = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_zero_share3 = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_oneplus_share3 = 0.562,preday,TRUE,0.562,-1.438,2.562,0.562
tmw,bundled_variables.beta_twoplus_share3 = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_threeplus_share3 = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_zero_motor_car = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_oneplus_motor_car = -0.550,preday,TRUE,-0.55,-2.55,1.45,-0.55
tmw,bundled_variables.beta_twoplus_motor_car = -0.0800,preday,TRUE,-0.08,-2.08,1.92,-0.08
tmw,bundled_variables.beta_threeplus_motor_car= 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_zero_walk = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_oneplus_walk = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_twoplus_walk = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_threeplus_walk = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_zero_taxi = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_oneplus_taxi = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_twoplus_taxi = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_threeplus_taxi = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_zero_SMS = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_oneplus_SMS = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_twoplus_SMS = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_threeplus_SMS = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_zero_SMS_Pool = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_oneplus_SMS_Pool = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_twoplus_SMS_Pool = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_threeplus_SMS_Pool = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_zero_motor = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_oneplus_motor = 8.2,preday,TRUE,8.2,6.2,10.2,8.2
tmw,bundled_variables.beta_twoplus_motor = 0.238,preday,TRUE,0.238,-1.762,2.238,0.238
tmw,bundled_variables.beta_threeplus_motor = 0.0613,preday,TRUE,0.0613,-1.9387,2.0613,0.0613
tmw,bundled_variables.beta_transfer = -0.0757,preday,TRUE,-0.0757,-2.0757,1.9243,-0.0757
tmw,bundled_variables.beta_distance = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_residence = 0.0532,preday,TRUE,0.0532,-1.9468,2.0532,0.0532
tmw,bundled_variables.beta_residence_2 = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_attraction = -0.0598,preday,TRUE,0,0,0,-0.0598
tmw,bundled_variables.beta_attraction_2 = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_age2025_zero_car_bus = 0,preday,TRUE,-1.06,-1.06,-1.06,0
tmw,bundled_variables.beta_age2635_zero_car_bus = 1.41,preday,TRUE,1.41,1.41,1.41,1.41
tmw,bundled_variables.beta_age5165_zero_car_bus = 0.602,preday,TRUE,0.602,0.602,0.602,0.602
tmw,bundled_variables.beta_age65_zero_car_bus = 1.0,preday,TRUE,1,1,1,1
tmw,bundled_variables.beta_age2025_zero_car_mrt = -1.04,preday,TRUE,-1.04,-1.04,-1.04,-1.04
tmw,bundled_variables.beta_age2635_zero_car_mrt = 1.73,preday,TRUE,1.73,1.73,1.73,1.73
tmw,bundled_variables.beta_age2025_zero_car_Rail_SMS = -1.04,preday,TRUE,-1.04,-1.04,-1.04,-1.04
tmw,bundled_variables.beta_age2635_zero_car_Rail_SMS = 1.73,preday,TRUE,1.73,1.73,1.73,1.73
tmw,bundled_variables.beta_age2025_zero_car_Rail_SMS_Pool = -1.04,preday,TRUE,-1.04,-1.04,-1.04,-1.04
tmw,bundled_variables.beta_age2635_zero_car_Rail_SMS_Pool = 1.73,preday,TRUE,1.73,1.73,1.73,1.73
tmw,bundled_variables.beta_age2025_zero_car_privatebus = -1.22,preday,TRUE,-1.22,-1.22,-1.22,-1.22
tmw,bundled_variables.beta_age2635_zero_car_privatebus = 1.37,preday,TRUE,1.37,1.37,1.37,1.37
tmw,bundled_variables.beta_age3650_zero_car_privatebus = -0.230,preday,TRUE,-0.23,-0.23,-0.23,-0.23
tmw,bundled_variables.beta_age5165_zero_car_privatebus = 0.247,preday,TRUE,0.247,0.247,0.247,0.247
tmw,bundled_variables.beta_age65_zero_car_privatebus = -0.528,preday,TRUE,-0.528,-0.528,-0.528,-0.528
tmw,bundled_variables.beta_age65_one_plus_car_privatebus = 0.454,preday,TRUE,0.454,0.454,0.454,0.454
tmw,bundled_variables.beta_age2025_zero_car_share2 = -1.23,preday,TRUE,-1.23,-1.23,-1.23,-1.23
tmw,bundled_variables.beta_age2635_zero_car_share2 = 1.48,preday,TRUE,1.48,1.48,1.48,1.48
tmw,bundled_variables.beta_age3650_zero_car_share2 = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_age3650_one_plus_car_share2 = 0.297,preday,TRUE,0.297,0.297,0.297,0.297
tmw,bundled_variables.beta_age5165_zero_car_share2 = 0.550,preday,TRUE,0.55,0.55,0.55,0.55
tmw,bundled_variables.beta_age65_zero_car_share2 = 0.868,preday,TRUE,0.868,0.868,0.868,0.868
tmw,bundled_variables.beta_age65_one_plus_car_share2 = 0.998,preday,TRUE,0.998,0.998,0.998,0.998
tmw,bundled_variables.beta_age2025_zero_car_share3 = -1.94,preday,TRUE,-1.94,-1.94,-1.94,-1.94
tmw,bundled_variables.beta_age2635_zero_car_share3 = 1.44,preday,TRUE,1.44,1.44,1.44,1.44
tmw,bundled_variables.beta_age3650_zero_car_share3 = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_age3650_one_plus_car_share3 = -0.0372,preday,TRUE,-0.0372,-0.0372,-0.0372,-0.0372
tmw,bundled_variables.beta_age5165_zero_car_share3 = -0.0415,preday,TRUE,-0.0415,-0.0415,-0.0415,-0.0415
tmw,bundled_variables.beta_age2025_zero_car_motor = -2.13,preday,TRUE,-2.13,-2.13,-2.13,-2.13
tmw,bundled_variables.beta_age2635_zero_car_motor = 0.884,preday,TRUE,0.884,0.884,0.884,0.884
tmw,bundled_variables.beta_age3650_zero_car_motor = -0.0532,preday,TRUE,-0.0532,-0.0532,-0.0532,-0.0532
tmw,bundled_variables.beta_age5165_zero_car_motor = 0.337,preday,TRUE,0.337,0.337,0.337,0.337
tmw,bundled_variables.beta_age65_zero_car_motor = 0.844,preday,TRUE,0.844,0.844,0.844,0.844
tmw,bundled_variables.beta_age65_one_plus_car_motor = -1.24,preday,TRUE,-1.24,-1.24,-1.24,-1.24
tmw,bundled_variables.beta_age2025_zero_car_walk=-0.89,preday,TRUE,0.89,0.89,0.89,-0.89
tmw,bundled_variables.beta_age2635_zero_car_walk=1.78,preday,TRUE,1.78,1.78,1.78,1.78
tmw,bundled_variables.beta_age3650_one_plus_car_walk=0.445,preday,TRUE,0.445,0.445,0.445,0.445
tmw,bundled_variables.beta_age5165_zero_car_walk=0.342,preday,TRUE,0.342,0.342,0.342,0.342
tmw,bundled_variables.beta_age65_zero_car_walk=-0.265,preday,TRUE,-0.265,-0.265,-0.265,-0.265
tmw,bundled_variables.beta_age65_one_plus_car_walk=-1.33,preday,TRUE,-1.33,-1.33,-1.33,-1.33
tmw,bundled_variables.beta_age2635_zero_car_taxi=2.34,preday,TRUE,2.34,2.34,2.34,2.34
tmw,bundled_variables.beta_age2635_one_plus_car_taxi=0.271,preday,TRUE,0.271,0.271,0.271,0.271
tmw,bundled_variables.beta_age3650_one_plus_car_taxi=-0.428,preday,TRUE,-0.428,-0.428,-0.428,-0.428
tmw,bundled_variables.beta_age5165_zero_car_taxi=0.673,preday,TRUE,0.673,0.673,0.673,0.673
tmw,bundled_variables.beta_age65_zero_car_taxi=2.33,preday,TRUE,2.33,2.33,2.33,2.33
tmw,bundled_variables.beta_age2635_zero_car_SMS=2.34,preday,TRUE,2.34,2.34,2.34,2.34
tmw,bundled_variables.beta_age2635_one_plus_car_SMS=0.271,preday,TRUE,0.271,0.271,0.271,0.271
tmw,bundled_variables.beta_age3650_one_plus_car_SMS=-0.428,preday,TRUE,-0.428,-0.428,-0.428,-0.428
tmw,bundled_variables.beta_age5165_zero_car_SMS=0.673,preday,TRUE,0.673,0.673,0.673,0.673
tmw,bundled_variables.beta_age65_zero_car_SMS=2.33,preday,TRUE,2.33,2.33,2.33,2.33
tmw,bundled_variables.beta_age2635_zero_car_SMS_Pool=2.34,preday,TRUE,2.34,2.34,2.34,2.34
tmw,bundled_variables.beta_age2635_one_plus_car_SMS_Pool=0.271,preday,TRUE,0.271,0.271,0.271,0.271
tmw,bundled_variables.beta_age3650_one_plus_car_SMS_Pool=-0.428,preday,TRUE,-0.428,-0.428,-0.428,-0.428
tmw,bundled_variables.beta_age5165_zero_car_SMS_Pool=0.673,preday,TRUE,0.673,0.673,0.673,0.673
tmw,bundled_variables.beta_age65_zero_car_SMS_Pool=2.33,preday,TRUE,2.33,2.33,2.33,2.33
